"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I420","2020-04-30 18:00:00","305.000","211.000","1.800","27.200","0.560","979.500","","0.000","-99.000","-99.000","-99.000","31.400","","16.900",""
"C0R170","2020-04-30 18:00:00","26.000","245.000","0.500","28.500","0.470","1010.900","","0.000","-99.000","-99.000","-99.000","32.800","","21.900",""
"C0M530","2020-04-30 18:00:00","1385.000","200.000","0.300","17.100","0.990","870.700","","0.000","-99.000","-99.000","-99.000","21.500","","13.800",""
"C0H960","2020-04-30 18:00:00","120.000","0.000","0.200","27.900","0.510","999.200","","0.000","-99.000","-99.000","-99.000","31.400","","20.600",""
"C0V620","2020-04-30 18:00:00","18.000","313.000","1.600","28.100","0.570","1011.600","","0.000","-99.000","-99.000","-99.000","28.800","","23.000",""
"C0X280","2020-04-30 18:00:00","22.000","10.000","4.000","26.100","0.650","1011.800","","0.000","-99.000","-99.000","-99.000","27.300","","21.300",""
"C0AH40","2020-04-30 18:00:00","426.000","131.000","1.800","24.700","0.770","962.700","","0.000","-99.000","-99.000","-99.000","29.500","","18.200",""
"C0T9A0","2020-04-30 18:00:00","498.000","0.000","0.000","19.900","0.990","960.300","","0.000","-99.000","-99.000","-99.000","24.800","","16.800",""
"C0R730","2020-04-30 18:00:00","163.000","64.000","3.500","25.500","0.720","996.500","","0.000","-99.000","-99.000","-99.000","32.000","","22.200",""
"C0K390","2020-04-30 18:00:00","31.000","7.000","2.200","26.400","0.620","1010.700","","0.000","-99.000","-99.000","-99.000","29.600","","20.700",""
"C0I540","2020-04-30 18:00:00","3344.000","-99.000","-99.000","5.000","1.000","684.800","","-99.000","-99.000","-99.000","-99.000","11.500","","1.600",""
"C0G890","2020-04-30 18:00:00","24.000","331.000","2.200","25.600","0.770","1011.200","","0.000","-99.000","-99.000","-99.000","27.100","","21.900",""
"C0G720","2020-04-30 18:00:00","50.000","326.000","1.200","27.000","0.490","1008.100","","0.000","-99.000","-99.000","-99.000","29.400","","20.600",""
"C0UA40","2020-04-30 18:00:00","1121.000","199.000","1.500","17.000","0.990","892.400","","0.000","-99.000","-99.000","-99.000","20.400","","14.000",""
"C0X130","2020-04-30 18:00:00","27.000","344.000","1.600","29.800","0.350","1009.900","","0.000","-99.000","-99.000","-99.000","31.900","","22.000",""
"C0A520","2020-04-30 18:00:00","48.000","0.000","0.100","27.900","0.450","1009.000","","0.000","-99.000","-99.000","-99.000","31.300","","18.900",""
"C0U870","2020-04-30 18:00:00","474.000","65.000","0.500","20.700","0.920","963.100","","0.000","-99.000","-99.000","-99.000","24.900","","17.600",""
"C0S690","2020-04-30 18:00:00","522.000","22.000","1.300","20.400","0.980","957.100","","0.000","-99.000","-99.000","-99.000","24.200","","18.200",""
"C0R150","2020-04-30 18:00:00","105.000","204.000","0.800","28.400","0.550","1000.800","","0.000","-99.000","-99.000","-99.000","34.000","","22.000",""
"C0K560","2020-04-30 18:00:00","117.000","355.000","0.900","27.300","0.570","1001.600","","0.000","-99.000","-99.000","-99.000","31.900","","19.200",""
"C0X100","2020-04-30 18:00:00","10.000","350.000","2.600","28.300","0.310","1010.800","","0.000","-99.000","-99.000","-99.000","30.100","","23.000",""
"C0K460","2020-04-30 18:00:00","60.000","6.000","2.600","27.100","0.590","1006.400","","0.000","-99.000","-99.000","-99.000","30.100","","20.800",""
"C0M740","2020-04-30 18:00:00","15.000","358.000","1.800","27.400","0.570","1011.800","","0.000","-99.000","-99.000","-99.000","30.100","","20.700",""
"C0SA10","2020-04-30 18:00:00","411.000","321.000","1.100","21.300","0.930","969.500","","0.000","-99.000","-99.000","-99.000","28.400","","18.400",""
"C0C660","2020-04-30 18:00:00","176.000","335.000","1.200","25.000","0.580","994.700","","0.000","-99.000","-99.000","-99.000","27.500","","19.400",""
"C0R620","2020-04-30 18:00:00","34.000","59.000","1.700","26.000","0.760","1011.600","","0.000","7.800","65.000","","29.200","","24.400",""
"C0R780","2020-04-30 18:00:00","72.000","34.000","1.700","25.600","0.770","1008.200","","0.000","-99.000","-99.000","-99.000","27.100","","23.000",""
"C0R700","2020-04-30 18:00:00","19.000","82.000","1.900","26.700","0.680","1012.600","","0.000","-99.000","-99.000","-99.000","29.100","","23.000",""
"C0F0B0","2020-04-30 18:00:00","311.000","264.000","1.000","25.900","0.650","979.300","","0.000","-99.000","-99.000","-99.000","28.800","","17.100",""
"C0O970","2020-04-30 18:00:00","71.000","310.000","1.500","28.200","0.400","1005.700","","0.000","-99.000","-99.000","-99.000","33.400","","20.400",""
"C0F9P0","2020-04-30 18:00:00","26.000","30.000","1.200","24.900","0.840","1011.800","","0.000","-99.000","-99.000","-99.000","26.300","","20.200",""
"C0R560","2020-04-30 18:00:00","22.000","281.000","1.500","28.700","0.530","1011.900","","0.000","-99.000","-99.000","-99.000","31.300","","22.600",""
"C0X220","2020-04-30 18:00:00","26.000","336.000","2.700","26.300","0.640","1011.000","","0.000","-99.000","-99.000","-99.000","28.100","","20.900",""
"C0M680","2020-04-30 18:00:00","37.000","12.000","0.900","27.600","0.580","1011.500","","0.000","-99.000","-99.000","-99.000","31.200","","20.400",""
"C0S710","2020-04-30 18:00:00","382.000","341.000","1.600","20.400","0.990","973.900","","0.500","-99.000","-99.000","-99.000","25.500","","18.600",""
"C0F9T0","2020-04-30 18:00:00","111.000","325.000","2.200","27.100","0.490","1000.900","","0.000","-99.000","-99.000","-99.000","29.200","","21.500",""
"C0F9N0","2020-04-30 18:00:00","75.000","9.000","1.500","29.600","0.390","1005.300","","0.000","-99.000","-99.000","-99.000","31.300","","21.300",""
"C0G740","2020-04-30 18:00:00","24.000","351.000","1.500","25.400","0.730","1011.800","","0.000","-99.000","-99.000","-99.000","27.300","","20.300",""
"C0UA70","2020-04-30 18:00:00","547.000","167.000","2.400","19.600","0.990","954.700","","0.000","-99.000","-99.000","-99.000","22.900","","17.700",""
"C0AC60","2020-04-30 18:00:00","55.000","277.000","0.800","28.100","0.430","1007.900","","0.000","-99.000","-99.000","-99.000","30.500","","18.900",""
"C0R510","2020-04-30 18:00:00","31.000","289.000","2.700","28.700","0.430","1009.300","","0.000","-99.000","-99.000","-99.000","32.300","","23.000",""
"C0X060","2020-04-30 18:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E550","2020-04-30 18:00:00","84.000","307.000","0.900","24.900","0.630","1005.900","","0.000","-99.000","-99.000","-99.000","27.800","","18.200",""
"C0AI20","2020-04-30 18:00:00","25.000","112.000","2.100","25.900","0.680","1011.400","","0.000","-99.000","-99.000","-99.000","26.600","","18.900",""
"C0E740","2020-04-30 18:00:00","27.000","300.000","0.500","26.600","0.700","1012.600","","0.000","-99.000","-99.000","-99.000","29.100","","19.500",""
"C0R650","2020-04-30 18:00:00","29.000","235.000","1.500","28.600","0.510","1011.700","","0.000","-99.000","-99.000","-99.000","31.600","","22.200",""
"C0S750","2020-04-30 18:00:00","2280.000","0.000","0.000","12.000","1.000","776.000","","0.000","-99.000","-99.000","-99.000","17.800","","6.500",""
"C0I370","2020-04-30 18:00:00","671.000","272.000","1.000","24.400","0.610","940.500","","0.000","-99.000","-99.000","-99.000","29.900","","16.700",""
"C0K400","2020-04-30 18:00:00","65.000","315.000","1.400","26.900","0.610","1007.400","","0.000","-99.000","-99.000","-99.000","30.800","","20.000",""
"C0A650","2020-04-30 18:00:00","287.000","0.000","0.200","22.400","0.730","982.300","","0.000","-99.000","-99.000","-99.000","31.500","","14.100",""
"C0U750","2020-04-30 18:00:00","398.000","184.000","6.100","20.300","0.960","970.400","","0.000","-99.000","-99.000","-99.000","21.300","","18.600",""
"C0M730","2020-04-30 18:00:00","40.000","6.000","0.800","29.300","0.490","1008.900","","0.000","-99.000","-99.000","-99.000","33.600","","21.600",""
"C0Z061","2020-04-30 18:00:00","174.000","344.000","0.800","24.200","0.890","998.900","","0.000","-99.000","-99.000","-99.000","29.000","","18.100",""
"C0M670","2020-04-30 18:00:00","43.000","326.000","1.200","27.100","0.610","1008.800","","0.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0I530","2020-04-30 18:00:00","3014.000","222.000","4.700","6.200","1.000","-99.000","","-99.000","-99.000","-99.000","-99.000","12.000","","2.500",""
"C0A880","2020-04-30 18:00:00","6.000","171.000","1.700","24.200","0.780","1013.100","","0.000","-99.000","-99.000","-99.000","27.600","","19.600",""
"C0S950","2020-04-30 18:00:00","415.000","271.000","0.300","21.000","0.910","968.400","","0.000","-99.000","-99.000","-99.000","23.200","","18.400",""
"C0X190","2020-04-30 18:00:00","10.000","7.000","2.800","27.400","0.550","1012.100","","0.000","-99.000","-99.000","-99.000","29.400","","22.600",""
"C0A560","2020-04-30 18:00:00","405.000","199.000","0.300","22.600","0.890","969.700","","0.000","-99.000","-99.000","-99.000","29.100","","14.200",""
"C0T9H0","2020-04-30 18:00:00","725.000","0.000","0.000","19.000","0.990","936.000","","3.000","-99.000","-99.000","-99.000","25.000","","16.400",""
"C0F9R0","2020-04-30 19:00:00","20.000","11.000","0.900","24.900","0.780","1012.500","","0.000","-99.000","-99.000","-99.000","27.500","","21.000",""
"C0A560","2020-04-30 19:00:00","405.000","215.000","0.300","21.200","0.980","970.000","","0.000","-99.000","-99.000","-99.000","29.100","","14.200",""
"C0X190","2020-04-30 19:00:00","10.000","19.000","2.200","27.000","0.530","1012.400","","0.000","-99.000","-99.000","-99.000","29.400","","22.600",""
"C0S950","2020-04-30 19:00:00","415.000","239.000","1.500","20.400","0.960","968.900","","0.000","-99.000","-99.000","-99.000","23.200","","18.400",""
"C0A880","2020-04-30 19:00:00","6.000","174.000","2.100","23.800","0.800","1013.200","","0.000","-99.000","-99.000","-99.000","27.600","","19.600",""
"C0I530","2020-04-30 19:00:00","3014.000","226.000","5.200","5.900","1.000","-99.000","","-99.000","-99.000","-99.000","-99.000","12.000","","2.500",""
"C0M670","2020-04-30 19:00:00","43.000","355.000","1.400","26.100","0.620","1008.800","","0.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0Z061","2020-04-30 19:00:00","174.000","335.000","0.500","23.600","0.970","999.500","","0.000","-99.000","-99.000","-99.000","29.000","","18.100",""
"C0M730","2020-04-30 19:00:00","40.000","1.000","0.500","28.300","0.560","1008.900","","0.000","-99.000","-99.000","-99.000","33.600","","21.600",""
"C0U750","2020-04-30 19:00:00","398.000","189.000","4.100","20.200","0.970","970.800","","0.000","-99.000","-99.000","-99.000","21.300","","18.600",""
"C0A650","2020-04-30 19:00:00","287.000","0.000","0.000","20.300","0.840","982.500","","0.000","-99.000","-99.000","-99.000","31.500","","14.100",""
"C0K400","2020-04-30 19:00:00","65.000","346.000","0.800","26.100","0.630","1007.500","","0.000","-99.000","-99.000","-99.000","30.800","","20.000",""
"C0I370","2020-04-30 19:00:00","671.000","0.000","0.000","23.400","0.640","941.000","","0.000","-99.000","-99.000","-99.000","29.900","","16.700",""
"C0S750","2020-04-30 19:00:00","2280.000","0.000","0.000","11.900","1.000","776.300","","0.000","-99.000","-99.000","-99.000","17.800","","6.500",""
"C0R650","2020-04-30 19:00:00","29.000","187.000","1.700","27.700","0.640","1012.200","","0.000","-99.000","-99.000","-99.000","31.600","","22.200",""
"C0E740","2020-04-30 19:00:00","27.000","218.000","0.700","23.800","0.870","1012.600","","0.000","-99.000","-99.000","-99.000","29.100","","19.500",""
"C0AI20","2020-04-30 19:00:00","25.000","180.000","1.400","23.500","0.780","1011.700","","0.000","-99.000","-99.000","-99.000","26.600","","18.900",""
"C0E550","2020-04-30 19:00:00","84.000","334.000","0.400","22.600","0.810","1005.900","","0.000","-99.000","-99.000","-99.000","27.800","","18.200",""
"C0X060","2020-04-30 19:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2020-04-30 19:00:00","31.000","189.000","1.100","28.100","0.530","1009.900","","0.000","-99.000","-99.000","-99.000","32.300","","23.000",""
"C0AC60","2020-04-30 19:00:00","55.000","0.000","0.200","25.900","0.540","1008.100","","0.000","-99.000","-99.000","-99.000","30.500","","18.900",""
"C0UA70","2020-04-30 19:00:00","547.000","182.000","2.800","19.500","0.990","954.700","","0.000","-99.000","-99.000","-99.000","22.900","","17.700",""
"C0G740","2020-04-30 19:00:00","24.000","11.000","1.100","24.600","0.750","1011.700","","0.000","-99.000","-99.000","-99.000","27.300","","20.300",""
"C0F9N0","2020-04-30 19:00:00","75.000","184.000","0.900","27.300","0.580","1005.300","","0.000","-99.000","-99.000","-99.000","31.300","","21.300",""
"C0F9T0","2020-04-30 19:00:00","111.000","341.000","0.900","25.800","0.630","1001.000","","0.000","-99.000","-99.000","-99.000","29.200","","21.500",""
"C0S710","2020-04-30 19:00:00","382.000","334.000","0.900","20.600","0.980","974.300","","1.000","-99.000","-99.000","-99.000","25.500","","18.600",""
"C0M680","2020-04-30 19:00:00","37.000","344.000","1.100","26.100","0.680","1011.600","","0.000","-99.000","-99.000","-99.000","31.200","","20.400",""
"C0X220","2020-04-30 19:00:00","26.000","335.000","2.200","26.100","0.670","1011.100","","0.000","-99.000","-99.000","-99.000","28.100","","20.900",""
"C0R560","2020-04-30 19:00:00","22.000","168.000","0.400","28.100","0.530","1012.400","","0.000","-99.000","-99.000","-99.000","31.300","","22.600",""
"C0F9P0","2020-04-30 19:00:00","26.000","50.000","1.500","24.200","0.850","1011.700","","0.000","-99.000","-99.000","-99.000","26.300","","20.200",""
"C0O970","2020-04-30 19:00:00","71.000","78.000","0.800","26.000","0.460","1006.000","","0.000","-99.000","-99.000","-99.000","33.400","","20.400",""
"C0F0B0","2020-04-30 19:00:00","311.000","140.000","0.800","24.200","0.730","979.400","","0.000","-99.000","-99.000","-99.000","28.800","","17.100",""
"C0R700","2020-04-30 19:00:00","19.000","111.000","2.300","26.400","0.690","1012.900","","0.000","-99.000","-99.000","-99.000","29.100","","23.000",""
"C0R780","2020-04-30 19:00:00","72.000","14.000","2.800","25.200","0.770","1008.600","","0.000","-99.000","-99.000","-99.000","27.100","","23.000",""
"C0R620","2020-04-30 19:00:00","34.000","53.000","1.700","25.800","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","29.200","","24.400",""
"C0C660","2020-04-30 19:00:00","176.000","358.000","0.600","23.900","0.640","994.800","","0.000","-99.000","-99.000","-99.000","27.500","","19.400",""
"C0SA10","2020-04-30 19:00:00","411.000","330.000","0.400","20.800","0.940","970.000","","0.000","-99.000","-99.000","-99.000","28.400","","18.400",""
"C0M740","2020-04-30 19:00:00","15.000","21.000","1.200","26.300","0.630","1011.800","","0.000","-99.000","-99.000","-99.000","30.100","","20.700",""
"C0K460","2020-04-30 19:00:00","60.000","6.000","1.900","26.400","0.600","1006.500","","0.000","-99.000","-99.000","-99.000","30.100","","20.800",""
"C0X100","2020-04-30 19:00:00","10.000","357.000","1.600","28.000","0.350","1011.000","","0.000","-99.000","-99.000","-99.000","30.100","","23.000",""
"C0K560","2020-04-30 19:00:00","117.000","0.000","0.000","25.200","0.680","1001.700","","0.000","-99.000","-99.000","-99.000","31.900","","19.200",""
"C0R150","2020-04-30 19:00:00","105.000","207.000","0.400","26.700","0.620","1001.300","","0.000","-99.000","-99.000","-99.000","34.000","","22.000",""
"C0S690","2020-04-30 19:00:00","522.000","21.000","1.000","20.300","0.990","957.600","","0.500","-99.000","-99.000","-99.000","24.200","","18.200",""
"C0U870","2020-04-30 19:00:00","474.000","0.000","0.100","20.100","0.950","963.300","","0.000","-99.000","-99.000","-99.000","24.900","","17.600",""
"C0A520","2020-04-30 19:00:00","48.000","0.000","0.000","25.600","0.540","1009.200","","0.000","-99.000","-99.000","-99.000","31.300","","18.900",""
"C0X130","2020-04-30 19:00:00","27.000","27.000","2.000","28.400","0.550","1010.100","","0.000","-99.000","-99.000","-99.000","31.900","","22.000",""
"C0V400","2020-04-30 19:00:00","56.000","6.000","2.800","28.500","0.500","1007.000","","0.000","-99.000","-99.000","-99.000","30.500","","22.000",""
"C0UA40","2020-04-30 19:00:00","1121.000","0.000","0.200","16.300","0.990","892.600","","0.000","-99.000","-99.000","-99.000","20.400","","14.000",""
"C0G720","2020-04-30 19:00:00","50.000","326.000","1.000","25.700","0.650","1008.100","","0.000","-99.000","-99.000","-99.000","29.400","","20.600",""
"C0G890","2020-04-30 19:00:00","24.000","13.000","2.200","25.100","0.790","1011.200","","0.000","-99.000","-99.000","-99.000","27.100","","21.900",""
"C0I540","2020-04-30 19:00:00","3344.000","-99.000","-99.000","3.800","1.000","685.100","","-99.000","-99.000","-99.000","-99.000","11.500","","1.600",""
"C0K390","2020-04-30 19:00:00","31.000","5.000","1.700","25.400","0.640","1010.700","","0.000","-99.000","-99.000","-99.000","29.600","","20.700",""
"C0R730","2020-04-30 19:00:00","163.000","79.000","2.500","24.500","0.780","996.900","","0.000","-99.000","-99.000","-99.000","32.000","","22.200",""
"C0T9A0","2020-04-30 19:00:00","498.000","0.000","0.000","19.700","0.990","960.700","","0.000","-99.000","-99.000","-99.000","24.800","","16.800",""
"C0AH40","2020-04-30 19:00:00","426.000","250.000","0.400","23.500","0.820","963.000","","0.000","-99.000","-99.000","-99.000","29.500","","18.200",""
"C0X280","2020-04-30 19:00:00","22.000","13.000","2.500","25.900","0.710","1012.000","","0.000","-99.000","-99.000","-99.000","27.300","","21.300",""
"C0V620","2020-04-30 19:00:00","18.000","338.000","1.300","27.800","0.490","1012.000","","0.000","-99.000","-99.000","-99.000","28.800","","23.000",""
"C0H960","2020-04-30 19:00:00","120.000","250.000","0.400","27.000","0.470","999.300","","0.000","-99.000","-99.000","-99.000","31.400","","20.600",""
"C0M530","2020-04-30 19:00:00","1385.000","0.000","0.000","16.800","0.990","870.800","","0.000","-99.000","-99.000","-99.000","21.500","","13.800",""
"C0R170","2020-04-30 19:00:00","26.000","211.000","0.900","27.300","0.500","1011.500","","0.000","-99.000","-99.000","-99.000","32.800","","21.900",""
"C0I420","2020-04-30 19:00:00","305.000","196.000","0.500","26.000","0.620","979.900","","0.000","-99.000","-99.000","-99.000","31.400","","16.900",""
"C0A640","2020-04-30 19:00:00","241.000","100.000","0.500","23.200","0.740","989.600","","0.000","-99.000","-99.000","-99.000","30.500","","17.400",""
"C0A930","2020-04-30 19:00:00","216.000","0.000","0.000","21.500","0.960","988.400","","0.000","-99.000","-99.000","-99.000","26.900","","17.000",""
"C0F9M0","2020-04-30 19:00:00","230.000","0.000","0.200","24.800","0.700","987.600","","0.000","-99.000","-99.000","-99.000","28.100","","19.700",""
"C0AC40","2020-04-30 19:00:00","1079.000","158.000","2.000","17.000","0.930","896.000","","0.000","-99.000","-99.000","-99.000","22.800","","13.800",""
"C0AI00","2020-04-30 19:00:00","188.000","328.000","0.800","24.300","0.600","994.100","","0.000","-99.000","-99.000","-99.000","29.000","","19.000",""
"C0T9M0","2020-04-30 19:00:00","92.000","186.000","1.000","23.300","0.910","1007.500","","0.000","-99.000","-99.000","-99.000","29.200","","20.200",""
"C0S960","2020-04-30 19:00:00","32.000","331.000","1.100","24.300","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","27.200","","21.900",""
"C0K430","2020-04-30 19:00:00","30.000","359.000","0.900","24.700","0.750","1011.800","","0.000","-99.000","-99.000","-99.000","29.600","","20.200",""
"C0Z170","2020-04-30 19:00:00","199.000","0.000","0.000","24.200","0.860","995.200","","0.000","-99.000","-99.000","-99.000","30.300","","18.600",""
"C0Z100","2020-04-30 19:00:00","36.000","0.000","0.000","23.100","0.960","1014.100","","0.000","-99.000","-99.000","-99.000","29.300","","17.700",""
"C0U710","2020-04-30 19:00:00","1942.000","0.000","0.100","12.300","0.990","811.200","","0.000","-99.000","-99.000","-99.000","19.200","","8.500",""
"C0SA30","2020-04-30 19:00:00","92.000","338.000","0.900","23.600","0.810","1006.700","","0.000","-99.000","-99.000","-99.000","26.100","","21.300",""
"C0V500","2020-04-30 19:00:00","6.000","301.000","0.300","27.500","0.630","1011.800","","0.000","-99.000","-99.000","-99.000","29.600","","24.100",""
"CM0160","2020-04-30 19:00:00","159.000","0.000","0.200","24.900","0.610","997.800","","0.000","-99.000","-99.000","-99.000","33.600","","18.600",""
"C0V350","2020-04-30 19:00:00","36.000","269.000","0.700","26.700","0.650","1011.000","","0.000","-99.000","-99.000","-99.000","33.700","","21.100",""
"C0W120","2020-04-30 19:00:00","58.000","15.000","2.800","22.400","0.870","1007.900","","0.000","-99.000","-99.000","-99.000","25.500","","21.000",""
"C0R470","2020-04-30 19:00:00","103.000","169.000","1.200","28.700","0.490","1003.000","","0.000","-99.000","-99.000","-99.000","33.000","","21.400",""
"C0M770","2020-04-30 19:00:00","164.000","51.000","0.400","26.000","0.640","995.300","","0.000","-99.000","-99.000","-99.000","30.100","","20.500",""
"C0S930","2020-04-30 19:00:00","248.000","243.000","2.000","21.000","0.980","989.000","","1.000","-99.000","-99.000","-99.000","26.500","","18.900",""
"C0E790","2020-04-30 19:00:00","344.000","111.000","0.900","25.400","0.560","975.000","","0.000","-99.000","-99.000","-99.000","28.900","","18.200",""
"C0O810","2020-04-30 19:00:00","161.000","68.000","0.600","26.800","0.670","996.300","","0.000","-99.000","-99.000","-99.000","32.600","","20.700",""
"C0R520","2020-04-30 19:00:00","18.000","181.000","1.300","28.100","0.660","1012.600","","0.000","-99.000","-99.000","-99.000","30.300","","23.000",""
"C0G880","2020-04-30 19:00:00","92.000","341.000","0.900","26.200","0.600","1004.000","","0.000","-99.000","-99.000","-99.000","30.100","","20.200",""
"C0R260","2020-04-30 19:00:00","76.000","0.000","0.000","26.900","0.700","1005.500","","0.000","-99.000","-99.000","-99.000","32.500","","21.900",""
"C0U950","2020-04-30 19:00:00","1012.000","134.000","8.000","16.700","1.000","905.200","","0.500","-99.000","-99.000","-99.000","18.300","","14.500",""
"C0O860","2020-04-30 19:00:00","38.000","17.000","0.500","28.600","0.450","1009.200","","0.000","-99.000","-99.000","-99.000","31.800","","21.300",""
"C0R320","2020-04-30 19:00:00","7.000","71.000","5.500","25.800","0.760","1014.000","","0.000","-99.000","-99.000","-99.000","32.100","","23.900",""
"C0S980","2020-04-30 19:00:00","901.000","17.000","0.600","18.800","1.000","916.300","","1.500","-99.000","-99.000","-99.000","23.900","","16.200",""
"C0X110","2020-04-30 19:00:00","20.000","25.000","1.400","28.600","0.410","1012.000","","0.000","-99.000","-99.000","-99.000","30.000","","24.000",""
"C0V310","2020-04-30 19:00:00","46.000","330.000","2.600","28.800","0.280","1008.000","","0.000","-99.000","-99.000","-99.000","33.100","","21.600",""
"C0G620","2020-04-30 19:00:00","110.000","260.000","1.600","25.100","0.600","1001.300","","0.000","-99.000","-99.000","-99.000","33.200","","19.200",""
"C0AD50","2020-04-30 19:00:00","84.000","0.000","0.200","25.700","0.600","1005.500","","0.000","-99.000","-99.000","-99.000","29.500","","18.900",""
"C0A9A0","2020-04-30 19:00:00","24.000","109.000","1.000","26.700","0.530","1011.800","","0.000","-99.000","-99.000","-99.000","30.300","","20.800",""
"C0O830","2020-04-30 19:00:00","127.000","0.000","0.200","27.000","0.490","1000.000","","0.000","-99.000","-99.000","-99.000","34.600","","20.400",""
"C0S760","2020-04-30 19:00:00","1621.000","156.000","0.300","14.600","1.000","842.100","","0.500","-99.000","-99.000","-99.000","16.700","","12.100",""
"C0X160","2020-04-30 19:00:00","26.000","345.000","1.700","28.800","0.350","1010.600","","0.000","-99.000","-99.000","-99.000","31.000","","22.600",""
"C0C490","2020-04-30 19:00:00","157.000","310.000","0.300","25.300","0.550","996.600","","0.000","-99.000","-99.000","-99.000","29.300","","19.500",""
"C0F970","2020-04-30 19:00:00","145.000","360.000","1.100","26.100","0.610","996.900","","0.000","-99.000","-99.000","-99.000","30.100","","20.100",""
"C0R440","2020-04-30 19:00:00","1679.000","82.000","2.900","15.000","1.000","836.900","","0.000","-99.000","-99.000","-99.000","16.400","","12.800",""
"C0M690","2020-04-30 19:00:00","33.000","26.000","1.500","26.300","0.660","1009.600","","0.000","-99.000","-99.000","-99.000","30.900","","20.800",""
"C0V690","2020-04-30 19:00:00","30.000","0.000","0.200","28.300","0.510","1011.500","","0.000","-99.000","-99.000","-99.000","28.600","","24.100",""
"C0Z210","2020-04-30 19:00:00","126.000","4.000","1.500","22.100","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","28.000","","17.300",""
"C0U770","2020-04-30 19:00:00","5.000","210.000","0.800","24.700","0.890","1015.900","","0.000","-99.000","-99.000","-99.000","26.700","","18.600",""
"C0Z080","2020-04-30 19:00:00","298.000","0.000","0.000","21.300","0.990","982.600","","3.000","-99.000","-99.000","-99.000","31.200","","16.700",""
"C0G640","2020-04-30 19:00:00","17.000","0.000","0.000","23.800","0.790","1014.700","","0.000","-99.000","-99.000","-99.000","28.400","","19.500",""
"C0X200","2020-04-30 19:00:00","61.000","298.000","0.400","28.000","0.440","1006.800","","0.000","-99.000","-99.000","-99.000","31.300","","19.900",""
"C0U900","2020-04-30 19:00:00","63.000","360.000","2.000","24.000","0.900","1009.900","","0.000","-99.000","-99.000","-99.000","26.500","","18.500",""
"C0Z230","2020-04-30 19:00:00","31.000","231.000","0.500","23.700","0.830","1013.800","","0.500","-99.000","-99.000","-99.000","26.200","","20.500",""
"C0F9O0","2020-04-30 19:00:00","175.000","0.000","0.000","26.400","-99.000","994.200","","0.000","-99.000","-99.000","-99.000","30.600","","20.900",""
"C0R770","2020-04-30 19:00:00","93.000","71.000","2.100","24.700","0.780","1004.400","","0.000","-99.000","-99.000","-99.000","29.200","","22.400",""
"C0C540","2020-04-30 19:00:00","46.000","0.000","0.000","23.600","0.760","1009.200","","0.000","-99.000","-99.000","-99.000","29.100","","18.800",""
"C0G770","2020-04-30 19:00:00","15.000","18.000","1.000","25.900","0.690","1012.400","","0.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0V670","2020-04-30 19:00:00","20.000","262.000","1.200","28.300","0.590","1011.600","","0.000","-99.000","-99.000","-99.000","29.500","","23.900",""
"C0A870","2020-04-30 19:00:00","685.000","159.000","2.400","19.700","0.950","936.600","","0.000","-99.000","-99.000","-99.000","26.900","","17.400",""
"C0R220","2020-04-30 19:00:00","23.000","166.000","1.100","27.200","0.730","1012.000","","0.000","-99.000","-99.000","-99.000","31.300","","22.200",""
"C0Z220","2020-04-30 19:00:00","589.000","0.000","0.100","19.800","0.990","951.900","","0.000","-99.000","-99.000","-99.000","25.300","","15.400",""
"C0D560","2020-04-30 19:00:00","147.000","34.000","0.600","26.000","0.560","998.100","","0.000","-99.000","-99.000","-99.000","29.800","","19.300",""
"C0I380","2020-04-30 19:00:00","258.000","0.000","0.000","25.100","0.650","984.500","","0.000","-99.000","-99.000","-99.000","32.400","","19.200",""
"C0Z020","2020-04-30 19:00:00","211.000","0.000","0.000","22.400","0.990","991.600","","0.000","-99.000","-99.000","-99.000","27.800","","18.100",""
"C0Z190","2020-04-30 19:00:00","62.000","231.000","0.400","23.100","1.000","1009.400","","0.000","-99.000","-99.000","-99.000","26.400","","20.600",""
"C0C710","2020-04-30 19:00:00","143.000","0.000","0.100","21.500","0.880","998.400","","0.000","-99.000","-99.000","-99.000","28.800","","15.900",""
"C0D360","2020-04-30 19:00:00","523.000","0.000","0.000","19.900","0.830","954.800","","0.000","-99.000","-99.000","-99.000","27.700","","15.700",""
"C0C680","2020-04-30 19:00:00","228.000","267.000","0.900","23.700","0.580","987.000","","0.000","-99.000","-99.000","-99.000","28.000","","18.800",""
"C0X140","2020-04-30 19:00:00","17.000","15.000","0.500","27.500","0.600","1011.700","","0.000","-99.000","-99.000","-99.000","31.500","","21.600",""
